sentence 1,sentence 2,score,predicted score,loss
A girl and two boys are playing in water.,The children are at the beach.,1,0.6660245656967163,0.7398890256881714
A father is teaching his son how to ride a bicycle.,A boy is learning how to ride his bike.,2,0.8347773551940918,2.1929774284362793
a young couple both wearing white shirts and blue jeans standing in a light misty rain,A matching couple cools down in the rain.,1,0.6016067266464233,1.133558750152588
They are sitting on the edge of a fountain,Persons are seated on the fountain's edge.,2,0.6184005737304688,1.7551387548446655
A woman in a gray shirt is looking at something.,A woman in a gray shirt looking onward.,1,1.1941006183624268,1.4433554410934448
A group of brown-haired teenagers doing laundry.,Teens are washing a car.,0,0.5946444272994995,0.5061243772506714
Two people talking on a dock.,people outside,2,1.4602504968643188,0.49330946803092957
"A single man in a blue t-shirt, jeans, and a baseball cap works on a roof of a house laying shingles.",The single man was working on his house,1,0.6533729434013367,0.8428740501403809
"A lone person in a long, black trench coat and scarf and carrying a red bag goes past an apparently-closed cafe at night, with the text ""CAFE DE FLO"" visible on the cafe canopy banner.",A businessman walks by a closed cafe.,1,0.9935823678970337,1.414660930633545
A man in a black shirt working on a guitar.,A guy working on his instrument.,2,1.1760468482971191,0.6729240417480469
A white and brown dog is standing on its back legs next to a woman and a table with a gingerbread house on it.,A dog is in the kitchen with an woman.,2,1.3769633769989014,0.5957145094871521
Five girls and two guys are crossing a overpass.,There are people outside.,2,1.7961523532867432,0.18852385878562927
It is a march of people of different backgrounds all walking and one guy in a green shirt holds a flag.,A man hugs his mother and leaves for war.,0,0.8288556933403015,1.4702670574188232
Four people and a dog out in the woods.,There are animals outdoors.,2,1.6039295196533203,0.4032539427280426
Young woman is putting her clothes in the dryer portion of a double stacked washer and dryer unit.,A tall person drying clothes,0,1.151641607284546,1.3332939147949219
Children are playing in the street with a toy.,The children have a ball.,1,1.186974287033081,1.6909639835357666
A blond man playing a guitar.,A man is playing a guitar.,2,1.7384588718414307,0.16535425186157227
A man with stubble on his face is holding a baby.,the boy is crying while being held back his mother,0,0.8575839400291443,1.6852266788482666
The blue kayak is being ridden over a small waterfall.,A kayak is being ridden.,2,1.2606068849563599,0.7762874364852905
Man and a woman walking on the street,The man and woman are holding hands.,1,1.0689303874969482,1.161729335784912
"While two students are jumping, others in a classroom are sitting or standing.",A class of completely seated students.,0,1.342795968055725,1.633871078491211
A mother pushing a stroller and holding the hand of a toddler.,A mother is walking with a child.,2,1.731608510017395,0.1849163919687271
Two girls riding an amusement park ride.,The two girls are at the amusement park.,2,0.35958361625671387,2.5558595657348633
A snowboarder dressed in yellow snow pants and a helmet catches some air on fresh powder.,A snowboarder is sleep.,0,1.169723391532898,1.0831680297851562
Women are working and digging in a field.,Women are digging.,2,0.9453742504119873,1.2271645069122314
A man in a grassy field throws a stick for a group of three brown dogs.,The man eats dog pie.,0,0.9879885911941528,0.8833716511726379
The guitarist performs a rocking solo.,the musician is at home sleeping,0,0.18788641691207886,0.1501622051000595
A man wearing a black t-shirt is preparing a meal following directions from a recipe book.,There is a t-shirt.,2,1.427256464958191,0.42855483293533325
Man with dark shirt in work gloves and a helmet that has a yellow flashlight attached.,An rescue worker looking for injured people.,1,0.902397871017456,0.49323201179504395
Long-haired man in blue jeans carrying red bass drum above his head while talking on the phone.,A man is walking not on the phone.,0,1.2966970205307007,1.3089580535888672
"A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.",A lady is helping another woman work,2,0.9543265104293823,0.9826266765594482
Child squirting paint onto a piece of spin-art.,The child is working on an art project.,2,0.9797996878623962,1.6347941160202026
A little girl is sitting on the counter dangling one foot in the sink whilst holding a dish jet washer.,A human sitting,2,1.2853845357894897,0.5439331531524658
People hurrying to get to work in a busy city.,People rushing to get to work in a busy city cause they are late.,1,1.438259243965149,1.1517817974090576
Construction workers are standing upon on a wooden bridge.,The men are nervous,1,1.0789906978607178,0.6816704869270325
A man with a bald head and wearing eyeglasses is carving a turkey.,A man is carving a large turkey.,1,1.7781600952148438,2.6419355869293213
A male hiker wearing a brown hat is standing next to a triangular monument on the top of a mountain.,A man hides his bald spot under a hat.,1,1.1592936515808105,1.4976963996887207
A large man in white dances in the middle of a crowd holding a beverage in his hand.,Two girls crowd surf at a rave.,0,0.5350246429443359,0.5845396518707275
A city street corner with two passing bicyclists and several pedestrians.,The traffic is busy.,1,0.9743785262107849,1.0493464469909668
Two men making dance moves as a woman films the event in the living room of a house or apartment.,The men are wearing jeans.,1,0.8883662819862366,1.403820514678955
A man in a red sweatshirt pushes a giant redwood tree in a snowy forest.,A man pushes a redwood tree in the forest.,2,1.0428519248962402,0.8955546021461487
A group of young adults are standing on a street in front of a brick wall with a tall wooden gate.,A group of friends watches a movie inside.,0,0.6342760324478149,0.5770212411880493
A boy wearing a shirt with an American flag plays with a basketball on the blacktop.,The boy is asleep in bed.,0,0.5278264880180359,0.4529649019241333
An older gentleman in a blue sports jacket and glasses is talking to a woman in an off-white jacket.,The older man is famous.,1,1.0376498699188232,1.3356351852416992
People are riding their bikes down a road.,People are having fun.,1,0.937093198299408,0.3556757867336273
A gymnastics performer is in mid-pose as she completes her jump.,A gymnast is completing her jump in the finals.,1,0.705894410610199,0.8142850995063782
Three people loading or unloading their car.,Three people loading items for work.,1,0.9457510709762573,0.2525964379310608
"Female beach volleyball players on either side of a net, with one looking to spike the ball as her teammate watches with the blue sky in the background.",Some women are playing a sport.,2,0.8826375603675842,1.1472957134246826
A child stuck up in a tree.,A child is stuck in a tree after trying to hide.,1,0.9142888784408569,0.29817065596580505
A group of people are sight seeing and taking pictures.,the group is at home,0,0.3032907545566559,0.280128538608551
A pale colored dog runs through a body of water.,A dog runs through some water to catch a stick.,1,0.6864361763000488,0.932725191116333
A person in a hooded shirt is photographing a tree near some mountains and a lake.,A photographer in a hoodie takes pictures of nature.,2,0.824133038520813,1.3133000135421753
A doctor is performing surgery.,A doctor is doing a good job.,1,0.8892563581466675,0.888521671295166
Professional women at the registration table of an event while men in suits look on.,People gather for a conference.,1,0.6886497735977173,0.7821758389472961
Six people appearing to be planting something in the ground.,Six people are at the movies.,0,1.0580897331237793,0.9648745059967041
"A man holds a sign outside a hotel that reads ""Ok Ok Ok, I need money for beer, pot and a hooker.""",The man is appealing to morality.,0,1.1099706888198853,1.3759167194366455
People are shopping outside surrounded by a metal fence.,The people are shopping,2,1.1602933406829834,0.7250552177429199
A woman smiles while she opens a red package in front of a table with yarn and glass of liquid on it.,The woman is smiling at a package.,2,0.8812583684921265,1.722398281097412
A young boy playing in the grass.,The boy is in the sand.,0,0.660110592842102,0.6080101728439331
two girls sitting by a tree while playing.,They are at a park.,1,0.5987067818641663,1.0580567121505737
"An organ grinder, in World War I helmet and clown makeup, speaks to an older man in a blue, striped polo shirt.","Two men are seated on a park bench, one in clown makeup and the other in a striped polo shirt.",2,1.1397017240524292,0.8083589673042297
A man wearing a red uniform and helmet stands on his motorbike.,a person standing.,2,1.5431712865829468,0.3516687750816345
A woman is pushing her bike with a baby carriage in front.,A woman is pushing groceries in a cart.,0,1.132117509841919,1.270674467086792
A man in a jacket wearing black boots walking on the truck of a fallen tree over a ravine.,A lumberjack works.,1,1.6051206588745117,2.4268572330474854
A woman in a burgundy coat exits Trader Joe's with a cart full of groceries.,a wife taking groceries home to her family,1,0.8324331045150757,0.44302135705947876
A young man in a blue checkered dress shirt sits with a young woman in a black and white striped shirt and another young woman in a white shirt as they sit on each of his legs in a park.,Young couples are picnicking together on a sunny day.,1,0.9553651809692383,0.34312736988067627
"A caucasian woman in a blue top and black slacks looks off to the side of the camera with a drink in one hand and a amused look upon her face, while a man sits next to her, looking unamused, drink in one hand, straw in the other.",The man is eating dinner with his father.,0,0.8486120104789734,1.6414000988006592
Some cars and many tents are set up at the foot of a mountain.,Cars and tents are at the foot of the mountain.,2,1.2492756843566895,0.8138696551322937
"A young girl in pink pants and a white top stands watering a group of household plants in her driveway, standing next to the family car.",A young girl is watering the plants with fertilizer in the driveway.,1,0.45240843296051025,1.6215593814849854
A boy dressed in a plaid kilt with a brown hat wields a long pole.,A boy has and object in his hands.,2,0.8087401390075684,1.839802861213684
Two young males playing basketball on a basketball court.,The high school freshmen practice in hopes of making varsity.,1,1.230238437652588,1.227173924446106
One woman taking a picture of a second woman as she leans on a table.,Women taking pictures of each other.,2,1.2332415580749512,0.9413663148880005
"A little boy with a shirt, shorts and socks on, standing on the beach.",A boy is standing in sand.,2,1.2995548248291016,0.47241508960723877
The person is reading a book.,A man listens to an audio book.,0,1.1155064105987549,1.8410704135894775
The man white purple and white polka-dotted shirts is eating and looking to his right while the woman behind him has a confused look on her face.,A person is consuming food.,2,1.5850061178207397,0.29238954186439514
A classroom full of students is looking in the same direction inside a bamboo structure.,A school classroom full of elephants are looking for their home.,0,0.8048239946365356,1.2025903463363647
Man biking in half pipe with graffiti on cement.,Man biking with his friends in half pipe with graffiti on cement.,1,1.037310004234314,0.9918449521064758
A young man sleeping next to a dog.,A man is sleeping next to his daughters dog.,1,1.1139016151428223,0.601969301700592
A group of children of varying ages are sitting at large tables eating.,The children are all sitting down.,2,0.792834460735321,1.025734782218933
kid holding handles on two wheeled object,The kid is riding a bike.,1,1.2396516799926758,1.4489634037017822
Military personnel are shopping,People in the military are training.,0,1.1164512634277344,1.205204725265503
There are two people running around a track in lane three and the one wearing a blue shirt with a green thing over the eyes is just barely ahead of the guy wearing an orange shirt and sunglasses.,Two people are racing on foot.,1,1.1403199434280396,1.6507083177566528
A woman with a blue hat is taking photos in an area covered in brush.,The woman is a professional photographer.,1,0.7689632177352905,0.8042762875556946
A man in a striped shirt and lady in a black hat are watching a young band perform on stage.,A lady has a black hat.,2,1.1229805946350098,0.7319713830947876
A child slides down a colorful slide while another child watches,Two children chicken fight on the monkeybars.,0,0.19501164555549622,0.13822190463542938
A boat docked on a river.,The boat is sinking,0,1.2290209531784058,1.4925744533538818
There are children playing in the snow and one of them is making a snowball.,Children play in the snow.,2,1.0247392654418945,1.1194955110549927
"a man standing against a building, in the sunlight, as you can see the shadow of the person taking his picture",There is a photographer taking a photo of a man indoors.,0,0.7609373331069946,0.6567933559417725
There are two shadowy men standing along side a stream that runs through a paved courtyard in front of some stairs.,Two men were in the courtyard of the White House.,0,0.6078132390975952,0.7478017210960388
An elderly man talking to a young boy by a table of produce.,the boy was listening,1,0.754362940788269,1.0914599895477295
A boy dressed in an orange shirt and a helmet is riding a dirt bike in the woods.,A boy in orange rides his dirt bike.,2,0.7710580825805664,1.7370526790618896
"Four people sit on a subway two read books, one looks at a cellphone and is wearing knee high boots.",Multple people are using the subway to get to work.,1,0.9751985669136047,0.25109919905662537
A man walking by a cement column next to the sea.,There is a person near some water.,2,1.5000560283660889,0.3666945993900299
A crowd of people in a lightly snow covered opening with trees to the left and buildings in the background.,The people are inside a concert hall.,0,0.7527143359184265,0.658705472946167
An old woman is haggling over goods at the local market.,woman giving away stuff on the road,0,0.6479107737541199,0.575844943523407
"A man in a white shirt and gray slack hitting a golf ball on a golf course, with trees and power lines in the background.",The man is playing tennis.,0,0.8863374590873718,0.7585393190383911
A group of people are running in the cold.,People caught in a snow storm,1,1.0132944583892822,0.570783793926239
A young man holding a microphone and singing.,A young man is doing karaoke in a bar.,1,0.5588440299034119,1.4236416816711426
Two men in shorts hang out at the beach.,The two men are outside.,2,1.7913243770599365,0.15368634462356567
Girl in pink bathing suit with right arm in air behind a seagull on the beach near the water.,A female is at the ocean.,0,0.8877519965171814,1.0096449851989746
"A man is outdoors looking directly at the camera, and in front of him is a yellow flower.",The man poses with a yellow flower.,2,1.3618228435516357,0.57187420129776
A curly-haired man and a woman in a black tank top both play guitars and sing at a festival.,Two people are singing.,2,1.6539053916931152,0.25895729660987854
A barber in a sports themed barber shop waits for his next customer to arrive.,A barber waits for business.,2,1.0631167888641357,1.6539758443832397
"People in a grocery store crowd around to watch a Tv, except one man who walks toward the camera.",There is a man walking towards a camera.,2,1.7802023887634277,0.172712504863739
"A woman in a bathroom, sitting on the sink, is doing her makeup.",A woman pees in a toilet.,0,0.8109411001205444,0.8133584856987
"A woman with a bag, talking on her cellphone, standing on the corner of the street, waiting to cross.",A man yells at the television for no reason.,0,0.5707893371582031,0.6559146642684937
"A man at the beach, building a sand castle.",The waves have torn down a sand castle that the man is standing near.,0,0.5883908271789551,0.46976906061172485
Commuters wait for to cross a street.,A diver flips in mid-air.,0,0.41225841641426086,0.2889057695865631
A man wearing a cap and a black wetsuit on a rocky coast lifts a large sack with three sacks in front of him with another man and a small yellow boat in the background.,A man unloading a boat.,1,0.8040611743927002,2.328571081161499
"A child, wearing a tie, jumps off steps.",A child is jumping off the step and into a puddle.,1,1.148979902267456,0.7070737481117249
Two fans are cheering at a sporting event.,Two men are cheering on the New York Yankees.,1,0.6320301294326782,0.7852274775505066
A young woman standing on a tall ladder is changing the display title on the front of an old movie theater.,The young woman is in front of the old movie theater.,2,1.400137186050415,0.6634800434112549
A girl is getting ready to dive into a pool.,The girl is watching t.v.,0,0.7055392861366272,0.7717955112457275
A woman with a blue shirt and colorful hair has just thrown the bowling ball.,A woman is in a bowling alley.,1,0.867017388343811,1.7944618463516235
A view from a hidden camera at a low height shows a man and a woman standing under an umbrella mounted on the back of a three wheeled bicycle with a cart on the back.,A husband and wife stand under an umbrella.,1,1.169632911682129,1.0097744464874268
Women playing volleyball in the sand near the ocean.,Women playing a sport,2,0.8403636813163757,1.1654994487762451
Man in white sweater looks from his press box onto the pitch.,A man writes his sports story,0,0.9472438097000122,1.0035637617111206
"A boy hits a ball, with a bat, outside, while others in the background watch him.",The kid is hitting a baseball.,2,0.6663163900375366,1.7798376083374023
A boy in a blue life jacket jumps off a board into the lake.,A boy jumps in the water,2,1.0838998556137085,0.7535107731819153
Two people on scooters in a field of flowers.,The two people are having a race with their scooters.,1,1.0505461692810059,0.5363768339157104
A young woman with red-hair is adjusting a blue bracelet on an older woman with short hair.,A redhead is putting a bracelet on an old woman.,1,1.2969465255737305,1.1568701267242432
A small boat carrying at least one passenger floats in the water near a dock around sunset.,A little boat is carrying at least one passenger as it floats in the water near a dock around sunset.,2,1.5580618381500244,0.39717671275138855
A tan dog chases a black and white soccer ball.,A dog is chasing after a cat.,0,0.4067649245262146,0.41719773411750793
A curly-haired man and a woman in a black tank top both play guitars and sing at a festival.,A brother and sister are playing in their band at a festival.,1,1.2273485660552979,1.0201338529586792
Three young women perform a dance in a crowded hall.,Three young women are belly dancing in front of a crowd.,1,0.9762660264968872,1.339228630065918
A baby with a green bottom and red top lying in bed with a brown and white cat and also a black and white cat.,There is a child and two animals.,2,1.2856783866882324,0.6001695990562439
A smiling man and a baby girl posing for photo.,Bob takes his infant daughter for a family photo.,1,1.3575454950332642,0.7909977436065674
Baby in running in over-sized flip-flops.,A baby is running in her big sisters flip-flops.,1,0.9975131750106812,0.833122730255127
Two people in a field looking off-camera.,Two people are outside.,2,1.8462060689926147,0.12524570524692535
Workers are scattered among the scaffolding on an older building.,Some workers are digging at a construction site.,0,0.9086745381355286,1.1675688028335571
A young man waring black and carrying a skateboard looks at an outdoor skateboard park.,A girl with a ponytail is riding a bike at a park.,0,0.9223399758338928,1.0377657413482666
A man in a long-sleeved blue shirt and blue jeans has set up some name trains on the ground looking to sell his wares.,A man is wearing a large blue shirt.,1,1.344666600227356,2.632770538330078
"A man in a red shirt is sitting at his desk with one leg on the desk, using a computer with two screens set up side by side.",A female is walking to the park.,0,0.46728515625,0.4545328915119171
A worker is preparing fish to be sold at a market.,A person is working at a market.,2,1.7871017456054688,0.16841545701026917
Four children are wearing blue hats with colored streamers.,Four kids are wearing birthday party hats.,1,0.9406055212020874,0.9980820417404175
"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground.",A tan girl runs leans over an object,2,1.0171525478363037,1.1297240257263184
A young boy vocalizes in to a microphone held by a blond woman in black.,Two girls playing the drums.,0,0.7743911743164062,0.6390722393989563
Two girls are playing in the snow and throwing snowballs.,Two girls are somewhere cold.,2,0.8638948202133179,1.9486474990844727
Two people in a dense jungle area with trees and grass everywhere.,Two people are outside.,2,1.9362893104553223,0.04821127653121948
"Three girls are standing together in a room, one is listening, one is writing on a wall and the third is talking to them.",The girls are indoors.,2,1.103181004524231,0.687305212020874
"A man in gray on a rocky cliff, overlooking the mountains.",A mountain climber has reached the top of a cliff.,0,0.7204254269599915,0.7092041969299316
A man drawing pictures of individuals sits under an umbrella with previous works such as justin beiber around him.,a dog lies down,0,0.7782431840896606,0.8629428148269653
A large group of people populate a dimly lit room.,A group of people are partying in the large room.,1,1.1548480987548828,1.389702558517456
An Indian woman is washing and cleaning dirty laundry at a lake and in the background is a kid who appears to have jumped into the lake.,An Indian woman is doing her laundry in a lake.,2,1.1396467685699463,1.018031120300293
Balding man in gray sweater plays with his dog.,An older man is throwing a stick for his dog.,1,1.052419662475586,0.5158982276916504
The guy in the black jacket is standing on his hand on a checkered rectangle.,A male is engaging in something acrobatic.,2,1.2093641757965088,0.6747113466262817
Couple watching the moon on a bridge.,The couple is watching the sun.,0,0.6501086354255676,0.5575619339942932
The people await to cross the street while walking the dog.,people are at a busy intersection,1,0.895077109336853,1.2193148136138916
This child is on the library steps.,The child is on the steps.,2,0.8427232503890991,1.1076053380966187
A young woman holding a newborn in her arms while still wearing her hospital bracelet laying on a hospital bed.,A young woman is holding a gun.,0,1.0944195985794067,0.8964678049087524
little girl posing for a picture.,The child is getting her school pictures taken.,1,0.7448141574859619,0.9801476001739502
A boy and girl play together on a pile or rocks in a residential area.,The boy and girl are inside,0,0.6645551323890686,0.543372392654419
This off-roading driver has tipped his truck.,An off-roading truck was totalled.,1,0.7307448387145996,1.233623743057251
A teenage boy is standing in front of a game machine in an arcade hall ready to put a token into a coin slot.,A teenage boy is standing in from if a game machine and putting coins in the slot.,2,1.3321456909179688,0.5844186544418335
A man in a navy blue shirt is tossing a boy with a large smile on his face high into the air.,A man tossing a girl into the air.,0,1.591015338897705,2.1963655948638916
"A woman dressed in a light yellow tank top, white pants, and sunglasses looks to her right as she is drinking a bottle of water.",A woman is in a winter coat.,0,0.8876848220825195,0.9396275281906128
A girl is standing and another one is sitting by a tree,The girls are waiting for their friend.,1,0.9533240795135498,0.12195058912038803
Two children are sitting in the same wooden lawn chair while a green rake is leaning against the same chair.,The children are getting ready for anap.,1,1.0343892574310303,0.651728630065918
A group of people are buying fruits and vegetables from a stand located in a street market.,The people are inspecting the vegetables.,1,0.6424132585525513,1.3112969398498535
"A guy with piercings, tattoos and a mohawk is looking at the camera while lounging in a chair.",A man is in a chair.,2,1.6490143537521362,0.2393961250782013
A woman with blond-hair is sitting at a table and talking to a man with glasses.,Two men read the paper at a cafe.,0,0.7115113735198975,0.798783540725708
Woman helps bride into dress.,A woman zips a wedding dress.,1,1.4512921571731567,1.4930787086486816
A young boy is on a patio crowded with metal tables and chairs and 2 yellow umbrellas.,A young boy is at the park.,0,0.4697692096233368,0.449972927570343
A middle-aged man in a gray t-shirt and brown pants sitting on his bed reading a flyer-like paper.,A man is sleeping on his bed.,0,0.33427441120147705,0.24637117981910706
A sumo wrestler accepting an award.,A wrestler is dead.,0,1.097459077835083,1.409345030784607
A family is taking part in a walk-a-thon.,The family is taking place in the event in memory of another family member.,1,0.9208064079284668,0.9586758017539978
"A young man in an orange shirt, maneuvers a skateboard at the top of a ramp.",An old man rides a skateboard.,0,0.9718186855316162,1.319854974746704
Performers sing together on stage,The people are singing.,2,1.0579838752746582,1.2013386487960815
A man rock climbs with a city and body of water in the background.,The man is swimming.,0,0.6375295519828796,0.4732891023159027
a woman in a brown dress looking at papers in front of a class.,A woman in a brown dress is a murderous clown at a birthday party.,0,0.8382337689399719,1.5204155445098877
A young man is caught in midair while doing a skateboard trick in an urban environment.,The man is standing on the sidewalk.,0,0.9097923636436462,0.8335261940956116
White dog high jumping over some pillows.,The dog is laying down on the bed.,0,0.33806443214416504,0.30150333046913147
Several adults look on while a young girl plays in a ball pit.,A young girl is having fun.,1,1.0892090797424316,0.5723778009414673
A man is sitting beside a bunch of material while sewing.,A man is painting on a canvas.,0,1.1594411134719849,0.993374764919281
A young man trying to buy a car from his dealer after his old car was towed away by police.,A person renting a vehicle.,0,1.44038987159729,1.4487102031707764
A tattooed man posing with a woman carrying a yellow handbag.,A couple looks at porn.,0,0.8151555061340332,0.9226573705673218
A group of girls ride an ATV.,Girls ride their skateboards to the store.,0,0.8035382032394409,1.1724152565002441
Seated street musician in black derby plays wind instrument with no one listening or watching.,The man is singing on the guitar.,0,0.49615150690078735,0.4450909495353699
A young couple and many others out enjoying themselves at an outdoor street event.,No one has attended the outdoor street event.,0,1.3414167165756226,1.880516767501831
"Grilling ribs, chicken kabobs, and vegetable kabobs.",We went out to eat.,1,0.9953097105026245,0.47506067156791687
Some folks pick out the food they want at a party.,A study group sits at a table in the library.,0,0.9634378552436829,1.041213870048523
The dog is in the snow in front of some trees.,A dog is in the snow.,2,1.1595115661621094,0.8705422878265381
A person surfs through a wave as it crashes down.,A person is scared of the waves.,1,0.6224359273910522,1.6319162845611572
A man cooking with fire in like 5 pots at the same time!,A man is cooking with a bunch of ovens.,0,0.9828072786331177,0.9165173172950745
"Two women, one wearing a scarf and the other wearing a broad brim hat, pound what may be food, on a primitive table with wooden mallets",Two women with wooden mallets are preparing what looks like food on a simple table.,2,0.8681395053863525,1.2180900573730469
A man in a white shirt waves his hand under a white and blue umbrella.,A man wearing a white shirt under an umbrella is waving.,2,0.9659543037414551,1.1558313369750977
A large black and white dog is catching a Frisbee in the park with a crowd of people behind him.,"There's a crowd of people at the park, and a big dog gets in into the act, catching a Frisbee in its mouth.",2,0.8306926488876343,1.734958529472351
A young child is being held by another child looking straight at us.,The child is a toddler.,1,0.4792201519012451,1.5126104354858398
"A man performs in an outdoor space, with a lot of onlookers.",The man is performing.,2,0.8122286200523376,1.7811225652694702
"One man wearing a pink and blue striped shirt, work gloves, and holding a yellow hard hat.",A tall person in a shirt,1,1.5036412477493286,1.6038966178894043
A blond boy stands among people in a shady setting with a large snake wrapped around his chest.,A blond boy is sleeping in bed at home.,0,0.6860443949699402,0.7199916839599609
Two people are walking down the street holding hands in the fall.,A couple is waiting to go outside.,0,1.2848107814788818,2.662134885787964
A group of people building gingerbread houses.,More than one person is working on edible buildings.,2,1.0131648778915405,1.149323582649231
"Two women in costume, one dressed as a mermaid, the other as a fairy, are handing out brochures.",The women are dressed as bears.,0,0.5696021318435669,0.5190419554710388
A left-handed pitcher wearing the number 40 is throwing a ball to a catcher.,a dog sleeps,0,0.8255361318588257,1.0183451175689697
A standing man talks to a seated woman while on some sort of vehicle.,Two people are discussing their relationship.,1,0.8240712881088257,0.8324886560440063
"A man is using a long lens on a camera to take a closeup of a colorful, chubby man on a bicycle with a large maroon and white umbrella attached to it.",A man taking a picture of someone.,2,1.3078994750976562,0.6423234939575195
A woman is sitting in a man's lap in a brown armchair.,"The man and woman are seated separately, facing each other.",0,1.3209689855575562,1.617132544517517
Fans are dressed in green and yellow for a major sporting event.,There are fans drinking beer at a sporting event.,1,1.3535540103912354,0.8857318758964539
Two people sit on a bench leaned against a building with writing on it.,Some people are at a historical park.,1,0.6450707912445068,1.224503517150879
"Two men dressed in identical white jackets with green numbers and logo are studying something on a cellphone with great interest, while other men, identically dressed and standing in a group with these two, are interested in something to their right.","Three men in matching jackets are standing together, one looking at a nearby person, the other two looking at a phone.",1,1.0331661701202393,1.1489717960357666
A runner in yellow has a convoy of motorcycles following behind him on a highway as bystanders watch.,A speedwalker next to cars,0,1.0608863830566406,1.2681406736373901
Two people embrace on the end of a dock.,Two people are facing opposite directions.,0,1.0372834205627441,1.3371074199676514
A man rows a small dingy laden with green plants on a river.,A man rows a small dingy.,2,0.7584829926490784,1.6106129884719849
A young boy wearing crocs tries to hit yellow golf balls into a large lawn overlooking a town.,The adult was running in the mountains.,0,0.5684937238693237,0.5015105605125427
Two women are embracing while holding to go packages.,The sisters are hugging goodbye while holding to go packages after just eating lunch.,1,0.7425282597541809,0.4051169455051422
Brown dog running through shallow water.,A dog is sleeping on a blanket.,0,0.7616864442825317,0.6140345931053162
Two young ladies walking down the street together.,"The two woman are sisters, and are on their way to their mutual friends house down the street.",1,0.764478325843811,0.8595796823501587
A person in full astronaut suit and gear trains in an underwater lab as a scuba diver assists.,An astronaut training underwater.,2,0.4211004972457886,2.007423162460327
A canoe in the distance on a lake as seen from another canoe.,A boat is in the water.,2,1.2862387895584106,0.5248388051986694
A boy riding on a carnival ride turns around for a photograph.,A tall human riding,1,1.1652449369430542,2.038483142852783
Man taking photos of seagulls over the ocean.,He is at the beach.,1,0.5277299880981445,1.3828682899475098
A singer is performing before a small crowd outside.,A performer has a small audience outdoors.,2,1.8085737228393555,0.16512668132781982
A man doing maintenance on the railroad tracks,There is an older man doing work on the railroad tracks.,1,0.822189211845398,1.1781835556030273
A woman raises her arms as she looks out over the water at the setting sun.,a woman enjoying a florida beacj,1,0.842894434928894,0.31451353430747986
"A person, in a striped blue shirt and pants, is running along.",The person is walking,0,1.3162171840667725,1.2957477569580078
Two young men in unusual clothing are jumping in a gym.,The young men are lying in the sand,0,0.8371301293373108,0.6366920471191406
Two girls are walking in car wash parking lot.,A girl drives a jet ski.,0,1.0153735876083374,0.8994132280349731
A five piece horn band all playing in a hall of what looks like a church.,The city laments at their lack of musicians.,0,1.0176013708114624,1.537625789642334
A long jumper takes flight in an attempt to jump the longest distance possible in a track competition.,There is someone attempting to jump.,2,0.8584909439086914,1.6698591709136963
"Two men, one rowing and one sitting, in a canoe surrounded by a body of water.",People are in a canoe.,2,0.9248615503311157,1.4442665576934814
A man in a blue shirt and a man helps the cyclist while the man in the gray jacket watches.,A man is wearing a blue shirt,2,1.3788833618164062,0.5225726366043091
A little girl at a museum.,A person at a museum.,2,1.6486669778823853,0.25919944047927856
"Picture of two men playing in a band, one playing the drums and one playing a xylophone type of instrument, in a dark room with two unrecognizable people watching in the background.",A man is playing the trumpet on the street corner.,0,0.760888934135437,0.8905117511749268
A man with a mustache who is wearing white and beige carefully sculpts a sand castle.,A man building a sand castle,2,1.0569437742233276,0.9142488241195679
"A caucasian woman in a blue top and black slacks looks off to the side of the camera with a drink in one hand and a amused look upon her face, while a man sits next to her, looking unamused, drink in one hand, straw in the other.",A woman is having a drink with a friend.,1,1.0445163249969482,0.872785747051239
A group of men on a beach are chasing another man who is carrying a ball.,The men are on the beach.,2,0.4151529371738434,2.344451904296875
Woman wearing a white donkey costume while talking to a man.,A woman is dancing near a fire.,0,1.35565185546875,1.2857601642608643
baseball player dressed in blue with a red helmet at home plate in front of a catcher and umpire swinging a bat,A baseball player hit a homerun.,1,1.0336737632751465,1.1944206953048706
A small colorful race car on the track with people in the background in a roped off area.,The car is in a show room,0,0.6580158472061157,0.7175353765487671
"Three men stand on the beach, fully clothed.",Three naked men in the ocean.,0,0.8461695909500122,0.852125883102417
A person with dark hair is standing on the sidewalk in front of an orange and white truck.,The man is standing on some grass.,0,0.5748444199562073,0.41396915912628174
An African person standing in a wheat field.,A person standing in a corn field.,0,1.5877747535705566,1.8038889169692993
A gathering of young African males under a thatched roof.,A group of african males are outdoors taking shade.,0,0.7513182163238525,0.802547037601471
A man in red and black about to strike a tennis ball.,A man is playing golf.,0,0.8728528618812561,0.7736600041389465
A man in a yellow excavator on a construction site.,this guy is on the excavator for his job,1,0.7344580888748169,0.39322343468666077
"One girl sips a soda while another looks on, standing on a street in front of a bunch of bicycles.",A girl drinks a soda on the street in front of people,1,1.5826947689056396,2.202791213989258
A view from a hidden camera at a low height shows a man and a woman standing under an umbrella mounted on the back of a three wheeled bicycle with a cart on the back.,A man and a woman stand under an umbrella.,2,1.141552448272705,0.9574729800224304
A young boy is in an overgrown field with a toy lawn mower.,A young woman is in a field with a cat.,0,0.9244815111160278,0.8235130906105042
